Trans ID,ของ,วันที่,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,รวมทั้งสิ้น
275,แพท,1/19/2023 0:00,น้ำจิ้มสุกี้กวางตุ้ง พันท้าย 330g * 6,1,60,60
275,แพท,1/19/2023 0:00,ไข่ไก่,1,5,5
275,แพท,1/19/2023 0:00,ข้าวเหนียว,1,5,5
777,แพท,1/19/2023 0:00,แคปหมู,2,10,20
287,แพท,1/20/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,2,7,14
287,แพท,1/20/2023 0:00,ข้าวเหนียว,5,5,25
287,แพท,1/20/2023 0:00,ไก่เสียบไม้ 35,1,40,40
287,แพท,1/20/2023 0:00,ไก่เสียบไม้ เล็ก,2,10,20
302,แพท,1/20/2023 0:00,น้ำแข็ง,1,5,5
302,แพท,1/20/2023 0:00,ไวตามิ้ลค์ vitamilk ขวด 300ml * 24,1,15,15
302,แพท,1/20/2023 0:00,m100/m150 150ml * 50,1,12,12
343,แพท,1/20/2023 0:00,น้ำแข็ง,1,5,5
343,แพท,1/20/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,2,7,14
343,แพท,1/20/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
343,แพท,1/20/2023 0:00,ข้าวเหนียว,3,5,15
343,แพท,1/20/2023 0:00,ไข่ไก่,2,5,10
350,แพท,1/20/2023 0:00,แคปหมู,1,10,10
367,แพท,1/21/2023 0:00,น้ำแข็ง,2,5,10
367,แพท,1/21/2023 0:00,แคปหมู,1,10,10
367,แพท,1/21/2023 0:00,ข้าวเหนียว,5,5,25
367,แพท,1/21/2023 0:00,m100/m150 150ml * 50,1,12,12
367,แพท,1/21/2023 0:00,กับข้าว 25,1,25,25
367,แพท,1/21/2023 0:00,ไก่ทอด,1,25,25
367,แพท,1/21/2023 0:00,ขนมจีน,1,12,12
417,แพท,1/21/2023 0:00,ไข่เยี่ยวม้า,4,8,32
417,แพท,1/21/2023 0:00,แคปหมู,2,10,20
417,แพท,1/21/2023 0:00,ช้าง เบียร์,2,60,120
493,แพท,1/24/2023 0:00,ข้าวเหนียว,2,5,10
493,แพท,1/24/2023 0:00,ไก่เสียบไม้ 40,1,40,40
544,แพท,1/24/2023 0:00,ไข่ไก่,5,5,25
544,แพท,1/24/2023 0:00,แคปหมู,1,10,10
544,แพท,1/24/2023 0:00,ข้าว,1,5,5
544,แพท,1/24/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,3,7,21
578,แพท,1/25/2023 0:00,ขนมจีน,1,12,12
578,แพท,1/25/2023 0:00,ไก่เสียบไม้ 40,1,40,40
578,แพท,1/25/2023 0:00,พริกป่น,1,10,10
578,แพท,1/25/2023 0:00,กับข้าว 25,1,25,25
578,แพท,1/25/2023 0:00,ข้าวเหนียว,3,5,15
578,แพท,1/25/2023 0:00,มาม่าซอง ต้มยำกุ้งน้ำข้น * 40,2,7,14
603,แพท,1/25/2023 0:00,น้ำแข็ง,1,5,5
603,แพท,1/25/2023 0:00,m100/m150 150ml * 50,1,12,12
603,แพท,1/25/2023 0:00,คาราบาว 150ml * 50,1,10,10
603,แพท,1/25/2023 0:00,sponsor 250ml * 24,1,12,12
606,แพท,1/25/2023 0:00,ไฟแช็ค Taiyo,1,8,8
632,แพท,1/25/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
632,แพท,1/25/2023 0:00,แคปหมู,2,10,20
698,แพท,1/26/2023 0:00,น้ำแข็ง,1,5,5
698,แพท,1/26/2023 0:00,แคปหมู,2,10,20
698,แพท,1/26/2023 0:00,มาม่าซอง ต้มยำกุ้งน้ำข้น * 40,3,7,21
698,แพท,1/26/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
704,แพท,1/26/2023 0:00,ไข่ไก่,2,5,10
660,แพท,1/26/2023 10:00,ข้าวเหนียว,2,5,10
660,แพท,1/26/2023 10:00,ไก่เสียบไม้ 40,1,40,40
673,แพท,1/26/2023 10:13,มาม่าซอง ต้มยำกุ้งน้ำข้น * 40,2,7,14
728,แพท,1/27/2023 0:00,m100/m150 150ml * 50,1,12,12
728,แพท,1/27/2023 0:00,sponsor 250ml * 24,1,12,12
728,แพท,1/27/2023 0:00,น้ำแข็ง,1,5,5
754,แพท,1/27/2023 0:00,น้ำแข็ง,1,5,5
754,แพท,1/27/2023 0:00,แคปหมู,2,10,20
754,แพท,1/27/2023 0:00,ไข่เยี่ยวม้า ชมพู,5,8,40
754,แพท,1/27/2023 0:00,กับข้าว 25,1,25,25
754,แพท,1/27/2023 0:00,ข้าวเหนียว,2,5,10
769,แพท,1/27/2023 0:00,ขนมจีน,1,12,12
769,แพท,1/27/2023 0:00,ไก่เสียบไม้ 10,2,10,20
769,แพท,1/27/2023 0:00,ข้าวเหนียว,5,5,25
769,แพท,1/27/2023 0:00,กับข้าว 25,2,25,50
769,แพท,1/27/2023 0:00,มาม่าซอง ต้มยำกุ้งน้ำข้น * 40,2,7,14
769,แพท,1/27/2023 0:00,พริกป่น,1,10,10
,แพท Total,,,,,1931
31,แอน,1/16/2023 0:00,น้ำหวาน hell blue boy,1,65,65
82,แอน,1/17/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
82,แอน,1/17/2023 0:00,ข้าวเหนียว,1,5,5
82,แอน,1/17/2023 0:00,กับข้าว 25,1,25,25
141,แอน,1/17/2023 0:00,ลูกชิ้นไก่ เอ็ม อาร์ 500g,1,68,68
166,แอน,1/18/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
184,แอน,1/18/2023 0:00,ข้าวเหนียว,2,5,10
184,แอน,1/18/2023 0:00,หมูยอ ARO * 5,1,20,20
230,แอน,1/19/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
313,แอน,1/20/2023 0:00,ข้าวเหนียว,1,5,5
313,แอน,1/20/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
324,แอน,1/20/2023 0:00,อิชิตัน 280ml * 24,1,10,10
333,แอน,1/20/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
333,แอน,1/20/2023 0:00,บรีสเอกเซล น้ำ * 6 แถม 1,1,20,20
333,แอน,1/20/2023 0:00,downy ช่อดอกไม้สดชื่น 110ml * 6+1,1,20,20
333,แอน,1/20/2023 0:00,ปลาร้า กระปุก,1,12,12
414,แอน,1/21/2023 0:00,ก๊วยจั๊บ,1,35,35
438,แอน,1/23/2023 0:00,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
465,แอน,1/23/2023 0:00,เคลียร์เมนแชมพู 65ml * 6,1,25,25
485,แอน,1/23/2023 0:00,yoyo * 12,2,5,10
485,แอน,1/23/2023 0:00,ดัชมิลค์ นมกล่อง * 48,1,10,10
504,แอน,1/24/2023 0:00,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
532,แอน,1/24/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
587,แอน,1/25/2023 0:00,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
620,แอน,1/25/2023 0:00,downy garden bloom 110ml * 6+1,1,20,20
620,แอน,1/25/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
685,แอน,1/26/2023 0:00,น้ำมะพร้าว เมจิกฟาร์ม 240ml * 6,1,10,10
709,แอน,1/26/2023 0:00,แมส * 10,1,12,12
709,แอน,1/26/2023 0:00,อิชิตัน 280ml * 24,1,10,10
664,แอน,1/26/2023 10:04,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
726,แอน,1/27/2023 0:00,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
739,แอน,1/27/2023 0:00,แคปหมู,1,10,10
,แอน Total,,,,,532
217,กิฟ,1/19/2023 0:00,เอสขวด,1,10,10
217,กิฟ,1/19/2023 0:00,น้ำตาลสด ARO 320ml * 6,1,15,15
217,กิฟ,1/19/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
217,กิฟ,1/19/2023 0:00,ข้าว,2,5,10
217,กิฟ,1/19/2023 0:00,กับข้าว 25,2,25,50
217,กิฟ,1/19/2023 0:00,ขนมหวาน,1,12,12
217,กิฟ,1/19/2023 0:00,ข้าวกล่อง 35,1,35,35
256,กิฟ,1/19/2023 0:00,ข้าวแข็ง พิกุลแก้ว 5kg,1,115,115
256,กิฟ,1/19/2023 0:00,ช้าง เบียร์,1,60,60
256,กิฟ,1/19/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
256,กิฟ,1/19/2023 0:00,ปูอัดสลัด,1,35,35
291,กิฟ,1/20/2023 0:00,กับข้าว 25,2,25,50
291,กิฟ,1/20/2023 0:00,ข้าว,2,5,10
292,กิฟ,1/20/2023 0:00,กระทิงแดง extra abc 145ml * 10,1,10,10
292,กิฟ,1/20/2023 0:00,เอสขวด,1,10,10
292,กิฟ,1/20/2023 0:00,น้ำตาลสด ARO 320ml * 6,1,15,15
292,กิฟ,1/20/2023 0:00,ขนมหวาน,1,12,12
566,กิฟ,1/20/2023 0:00,ไข่ไก่,10,5,50
566,กิฟ,1/20/2023 0:00,ช้าง เบียร์,1,60,60
362,กิฟ,1/21/2023 0:00,ปาท๋องโก๋ยัดสังขยา,1,12,12
362,กิฟ,1/21/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
362,กิฟ,1/21/2023 0:00,เอสขวด,1,10,10
362,กิฟ,1/21/2023 0:00,ข้าว,2,5,10
362,กิฟ,1/21/2023 0:00,กับข้าว 25,2,25,50
409,กิฟ,1/21/2023 0:00,แอทแทค อีซี่ขาว 20บ. * 3,1,20,20
409,กิฟ,1/21/2023 0:00,downy passion 110ml * 6+1,1,20,20
409,กิฟ,1/21/2023 0:00,ช้าง เบียร์,1,60,60
409,กิฟ,1/21/2023 0:00,มิรินด้า ลิ้นจี่ 345ml * 12,1,10,10
409,กิฟ,1/21/2023 0:00,บ๊วย * 10,1,15,15
409,กิฟ,1/21/2023 0:00,พริกป่น,1,10,10
409,กิฟ,1/21/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
689,กิฟ,1/26/2023 0:00,ช้าง เบียร์,1,60,60
689,กิฟ,1/26/2023 0:00,พริกป่น,1,10,10
689,กิฟ,1/26/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
689,กิฟ,1/26/2023 0:00,ไข่ไก่,10,5,50
693,กิฟ,1/26/2023 0:00,ไวไวซอง ต้มโคล้ง * 30,3,7,21
693,กิฟ,1/26/2023 0:00,ซอสปรุงฝาเขียว 200ml * 6,1,20,20
784,กิฟ,1/26/2023 0:00,แมส * 10,1,12,12
784,กิฟ,1/26/2023 0:00,ข้าวเหนียว,3,5,15
784,กิฟ,1/26/2023 0:00,กุนเชียง,1,25,25
784,กิฟ,1/26/2023 0:00,กับข้าว 25,2,25,50
784,กิฟ,1/26/2023 0:00,m100/m150 150ml * 50,1,12,12
784,กิฟ,1/26/2023 0:00,น้ำมะพร้าว เมจิกฟาร์ม 240ml * 6,1,10,10
784,กิฟ,1/26/2023 0:00,เอส ขวด * 24,1,10,10
651,กิฟ,1/26/2023 9:32,ข้าวเหนียวถั่วดำ,1,17,17
713,กิฟ,1/27/2023 0:00,กับข้าว 25,1,25,25
713,กิฟ,1/27/2023 0:00,ข้าว,2,5,10
713,กิฟ,1/27/2023 0:00,กระทิงแดง extra abc 145ml * 10,1,10,10
713,กิฟ,1/27/2023 0:00,บะหมี่กล่อง 25,1,25,25
713,กิฟ,1/27/2023 0:00,เอส ขวด * 24,1,10,10
713,กิฟ,1/27/2023 0:00,ขนมหวาน,1,12,12
747,กิฟ,1/27/2023 0:00,ปลาทู,2,35,70
747,กิฟ,1/27/2023 0:00,ไฟแช็ค Taiyo,1,8,8
747,กิฟ,1/27/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
747,กิฟ,1/27/2023 0:00,ไก่เสียบไม้ 10,2,10,20
,กิฟ Total,,,,,1378
138,จอย,1/17/2023 0:00,น้ำแข็ง,1,5,5
185,จอย,1/18/2023 0:00,พริกป่น,1,10,10
190,จอย,1/18/2023 0:00,น้ำมันถั่วเหลือง มรกต 1l * 12,1,68,68
190,จอย,1/18/2023 0:00,พริกแห้ง,1,10,10
200,จอย,1/18/2023 0:00,หอมแดง,1,10,10
,จอย Total,,,,,103
195,ชาญ,1/18/2023 0:00,ยาสีฟัน colgate fresh 35/40g * 12,1,15,15
195,ชาญ,1/18/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
195,ชาญ,1/18/2023 0:00,กุนเชียง,1,25,25
195,ชาญ,1/18/2023 0:00,ไก่ทอด,1,25,25
219,ชาญ,1/19/2023 0:00,กับข้าว 25,1,25,25
219,ชาญ,1/19/2023 0:00,ข้าว,2,5,10
219,ชาญ,1/19/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
280,ชาญ,1/19/2023 0:00,ช้าง เบียร์,1,60,60
280,ชาญ,1/19/2023 0:00,โบโลน่าพริก CP 150g * 3,1,38,38
289,ชาญ,1/20/2023 0:00,m100/m150 150ml * 50,1,12,12
289,ชาญ,1/20/2023 0:00,กับข้าว 25,1,25,25
289,ชาญ,1/20/2023 0:00,ข้าว,1,5,5
289,ชาญ,1/20/2023 0:00,ปลาราดพริก,1,35,35
289,ชาญ,1/20/2023 0:00,หอยดอง,1,12,12
341,ชาญ,1/20/2023 0:00,เคลียร์เมนแชมพู 65ml * 6,1,25,25
341,ชาญ,1/20/2023 0:00,โบโลน่าพริก CP 150g * 3,1,38,38
368,ชาญ,1/21/2023 0:00,m100/m150 150ml * 50,1,12,12
368,ชาญ,1/21/2023 0:00,ข้าว,2,5,10
368,ชาญ,1/21/2023 0:00,กับข้าว 25,3,25,75
415,ชาญ,1/21/2023 0:00,โบโลน่า CP 150g * 3,1,38,38
415,ชาญ,1/21/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 72g * 20,1,10,10
581,ชาญ,1/25/2023 0:00,กับข้าว 25,2,25,50
581,ชาญ,1/25/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
595,ชาญ,1/25/2023 0:00,น้ำแข็ง,1,5,5
595,ชาญ,1/25/2023 0:00,มาม่าคัพ รสต้มยำกุ้ง * 6,1,15,15
633,ชาญ,1/25/2023 0:00,ปลากระป๋อง โรซ่า,1,20,20
633,ชาญ,1/25/2023 0:00,กุนเชียง,1,25,25
633,ชาญ,1/25/2023 0:00,น้ำปลา ทิพรส 700cc * 12,1,35,35
701,ชาญ,1/26/2023 0:00,โบโลน่า CP 150g * 3,1,38,38
656,ชาญ,1/26/2023 9:58,กระทิงแดง extra abc 145ml * 10,2,10,20
656,ชาญ,1/26/2023 9:58,ปลาทูทอด,1,30,30
656,ชาญ,1/26/2023 9:58,กับข้าว 25,1,25,25
656,ชาญ,1/26/2023 9:58,ขนมหวาน,1,12,12
717,ชาญ,1/27/2023 0:00,คาราบาว 150ml * 50,1,10,10
717,ชาญ,1/27/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
717,ชาญ,1/27/2023 0:00,ข้าว,1,5,5
717,ชาญ,1/27/2023 0:00,กุนเชียง,1,25,25
752,ชาญ,1/27/2023 0:00,ปลากระป๋อง โรซ่า,1,20,20
,ชาญ Total,,,,,891
47,ดอกรัก,1/16/2023 0:00,ลีโอ leo เบียร์,2,65,130
72,ดอกรัก,1/17/2023 0:00,กาแฟกระป๋อง โรบัสต้า เบอร์ดี้ 180ml * 30,1,15,15
72,ดอกรัก,1/17/2023 0:00,คาราบาว 150ml * 50,1,10,10
72,ดอกรัก,1/17/2023 0:00,ขนมหวาน,1,12,12
72,ดอกรัก,1/17/2023 0:00,ลอดช่อง ล,1,12,12
127,ดอกรัก,1/17/2023 0:00,ลีโอ leo เบียร์,1,65,65
127,ดอกรัก,1/17/2023 0:00,ไก่เสียบไม้ 35,1,40,40
145,ดอกรัก,1/18/2023 0:00,ปาท๋องโก๋ยัดสังขยา,1,12,12
145,ดอกรัก,1/18/2023 0:00,ขนมหวาน,1,12,12
145,ดอกรัก,1/18/2023 0:00,กับข้าว 25,1,25,25
145,ดอกรัก,1/18/2023 0:00,กาแฟกระป๋อง เบอร์ดี้ burdy เขียว 180ml * 30,1,15,15
145,ดอกรัก,1/18/2023 0:00,คาราบาว 150ml * 50,1,10,10
156,ดอกรัก,1/18/2023 0:00,ยาดมโป๊ยเซียน * 12,1,24,24
205,ดอกรัก,1/18/2023 0:00,แป้งเย็นตรางู 140/150g * 3,1,35,35
205,ดอกรัก,1/18/2023 0:00,สบู่ อิงอร มะข้าม,1,33,33
775,ดอกรัก,1/18/2023 0:00,ตูดไก่,1,25,25
775,ดอกรัก,1/18/2023 0:00,หมูปิ้ง,1,25,25
775,ดอกรัก,1/18/2023 0:00,ลีโอ leo เบียร์,1,65,65
242,ดอกรัก,1/19/2023 0:00,ไก่เสียบไม้ 35,1,40,40
242,ดอกรัก,1/19/2023 0:00,คาราบาว 150ml * 50,1,10,10
242,ดอกรัก,1/19/2023 0:00,เนสกาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
242,ดอกรัก,1/19/2023 0:00,กับข้าว 25,1,25,25
242,ดอกรัก,1/19/2023 0:00,ข้าวกล่อง 35,1,35,35
242,ดอกรัก,1/19/2023 0:00,ขนมหวาน,2,12,24
242,ดอกรัก,1/19/2023 0:00,ข้าวเหนียว,2,5,10
243,ดอกรัก,1/19/2023 0:00,ขนมจีน,2,12,24
264,ดอกรัก,1/19/2023 0:00,ขนมหวาน,1,12,12
264,ดอกรัก,1/19/2023 0:00,ไวไวซอง * 30,4,7,28
773,ดอกรัก,1/19/2023 0:00,ลีโอ leo เบียร์,1,65,65
431,ดอกรัก,1/23/2023 0:00,เนส กาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
431,ดอกรัก,1/23/2023 0:00,คาราบาว 150ml * 50,1,10,10
431,ดอกรัก,1/23/2023 0:00,ข้าว,2,5,10
431,ดอกรัก,1/23/2023 0:00,ข้าวเหนียว,2,5,10
431,ดอกรัก,1/23/2023 0:00,กับข้าว 25,2,25,50
431,ดอกรัก,1/23/2023 0:00,ขนมหวาน,2,12,24
473,ดอกรัก,1/23/2023 0:00,ลีโอ leo เบียร์,1,65,65
473,ดอกรัก,1/23/2023 0:00,ทิวลี่ x ฟันโอ เหมาลัง,1,55,55
483,ดอกรัก,1/23/2023 0:00,ชิลด์ท้อกแนทเชอร์การดเหลือง 300ml * 3,1,55,55
487,ดอกรัก,1/24/2023 0:00,ขนมหวาน,2,12,24
487,ดอกรัก,1/24/2023 0:00,เนส กาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
487,ดอกรัก,1/24/2023 0:00,คาราบาว 150ml * 50,1,10,10
487,ดอกรัก,1/24/2023 0:00,กับข้าว 25,1,25,25
552,ดอกรัก,1/24/2023 0:00,ลีโอ leo เบียร์,1,65,65
575,ดอกรัก,1/25/2023 0:00,เนส กาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
575,ดอกรัก,1/25/2023 0:00,ขนมหวาน,1,12,12
575,ดอกรัก,1/25/2023 0:00,คาราบาว 150ml * 50,1,10,10
575,ดอกรัก,1/25/2023 0:00,กับข้าว 25,1,25,25
630,ดอกรัก,1/25/2023 0:00,ลีโอ leo เบียร์,1,65,65
715,ดอกรัก,1/27/2023 0:00,ข้าวเหนียว,2,5,10
715,ดอกรัก,1/27/2023 0:00,ปลาส้ม,1,35,35
715,ดอกรัก,1/27/2023 0:00,ขนมหวาน,1,12,12
715,ดอกรัก,1/27/2023 0:00,เนส กาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
715,ดอกรัก,1/27/2023 0:00,กับข้าว 25,2,25,50
715,ดอกรัก,1/27/2023 0:00,คาราบาว 150ml * 50,1,10,10
755,ดอกรัก,1/27/2023 0:00,ขนมข้าวโพด รสนม,5,6,30
755,ดอกรัก,1/27/2023 0:00,ลีโอ leo เบียร์,1,65,65
755,ดอกรัก,1/27/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
756,ดอกรัก,1/27/2023 0:00,ขนมหวาน,2,12,24
763,ดอกรัก,1/27/2023 0:00,แฟนต้า แดง 330ml * 12,1,13,13
,ดอกรัก Total,,,,,1557
555,ทราย,1/16/2023 0:00,วุ้นเส้นสายฝน * 20,4,5,20
93,ทราย,1/17/2023 0:00,คาราบาว 150ml * 50,2,10,20
93,ทราย,1/17/2023 0:00,ขนมจีน,1,12,12
93,ทราย,1/17/2023 0:00,กับข้าว 25,1,25,25
118,ทราย,1/17/2023 0:00,ไข่ไก่,10,5,50
118,ทราย,1/17/2023 0:00,ดัชมิลค์ นมกล่อง * 48,4,10,40
147,ทราย,1/18/2023 0:00,คาราบาว 150ml * 50,2,10,20
147,ทราย,1/18/2023 0:00,ปลาทูทอด,1,30,30
147,ทราย,1/18/2023 0:00,กับข้าว 25,1,25,25
188,ทราย,1/18/2023 0:00,เห็ดเข็มทอง,2,16,32
188,ทราย,1/18/2023 0:00,เห็ดกลม,1,16,16
188,ทราย,1/18/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 250g,1,31,31
188,ทราย,1/18/2023 0:00,กะทิกล่อง อร่อยดี ใหญ่ 250ml * 6,1,25,25
188,ทราย,1/18/2023 0:00,น้ำมันถั่วเหลือง มรกต 1l * 12,1,68,68
294,ทราย,1/20/2023 0:00,กับข้าว 25,2,25,50
294,ทราย,1/20/2023 0:00,คาราบาว 150ml * 50,2,10,20
294,ทราย,1/20/2023 0:00,โลชั่นตัว Citra,1,29,29
294,ทราย,1/20/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
294,ทราย,1/20/2023 0:00,แป้งเด็ก johnson 65g * 12,1,13,13
335,ทราย,1/20/2023 0:00,ชูรส รสดี 70/75 * 10,1,13,13
335,ทราย,1/20/2023 0:00,กระเทียม,1,10,10
335,ทราย,1/20/2023 0:00,ซอสหอยนางรม ใหญ่ 600cc * 3,1,55,55
335,ทราย,1/20/2023 0:00,ซอสปรุุงฝาเหลือง 110ml * 6,1,15,15
383,ทราย,1/21/2023 0:00,คาราบาว 150ml * 50,2,10,20
383,ทราย,1/21/2023 0:00,กับข้าว 25,2,25,50
383,ทราย,1/21/2023 0:00,ขนมจีน,2,12,24
390,ทราย,1/21/2023 0:00,yoyo * 12,1,5,5
390,ทราย,1/21/2023 0:00,มาม่า ต้มยำกุ้ง * 40,2,7,14
413,ทราย,1/21/2023 0:00,ลีโอ leo เบียร์,1,65,65
498,ทราย,1/24/2023 0:00,ขนมจีน,2,12,24
498,ทราย,1/24/2023 0:00,คาราบาว 150ml * 50,2,10,20
498,ทราย,1/24/2023 0:00,กับข้าว 25,1,25,25
498,ทราย,1/24/2023 0:00,ขนมหวาน,1,12,12
547,ทราย,1/24/2023 0:00,น้ำตาลทรายแดง,1,25,25
547,ทราย,1/24/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 250g * 20,1,31,31
569,ทราย,1/24/2023 0:00,ยาสีฟัน saltz 40g * 12,1,17,17
569,ทราย,1/24/2023 0:00,ดัชมิลค์ นมกล่อง * 48,4,10,40
569,ทราย,1/24/2023 0:00,เจเล่บิวตี้ รสสตอร์เบอร์รี่ * 6,1,10,10
569,ทราย,1/24/2023 0:00,วุ้นเส้นสายฝน * 20,1,5,5
569,ทราย,1/24/2023 0:00,ปลากระป๋อง ซีเชฟ * 10,1,20,20
586,ทราย,1/25/2023 0:00,ข้าว,1,5,5
586,ทราย,1/25/2023 0:00,แมส * 10,1,12,12
586,ทราย,1/25/2023 0:00,ปูอัดสลัด,1,35,35
641,ทราย,1/25/2023 0:00,ฟริทซี โคล่า * 12,1,5,5
641,ทราย,1/25/2023 0:00,กะปิ กระปุก,1,12,12
641,ทราย,1/25/2023 0:00,สไปรท์ เลม่อนพลัส 330ml * 12,1,13,13
641,ทราย,1/25/2023 0:00,เนส กาแฟซอง เขียว 17g * 60,3,5,15
641,ทราย,1/25/2023 0:00,moccona กาแฟซอง เขียว,2,5,10
662,ทราย,1/26/2023 10:03,ขนมจีน,1,12,12
662,ทราย,1/26/2023 10:03,โออิชิ แตงโม,1,15,15
662,ทราย,1/26/2023 10:03,คาราบาว 150ml * 50,1,10,10
662,ทราย,1/26/2023 10:03,โสม 100ml * 50,1,10,10
758,ทราย,1/27/2023 0:00,เห็ดกลม,1,16,16
758,ทราย,1/27/2023 0:00,แชมพู ซันซิล 60/70ml * 6,1,20,20
758,ทราย,1/27/2023 0:00,ปลากระป๋อง ซีเชฟ * 10,1,20,20
758,ทราย,1/27/2023 0:00,yoyo * 12,2,5,10
,ทราย Total,,,,,1246
20,ทองสุข,1/16/2023 0:00,ลูกชิ้นไก่ เอ็ม อาร์ 500g,1,68,68
