Trans ID,ของ,วันที่,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,รวมทั้งสิ้น
30,ทองสุข,1/16/2023 0:00,ชูรส รสดี 70/75 * 10,1,13,13
30,ทองสุข,1/16/2023 0:00,ซอสหอยนางรม ใหญ่ 600cc * 3,1,55,55
71,ทองสุข,1/17/2023 0:00,คาราบาว 150ml * 50,2,10,20
71,ทองสุข,1/17/2023 0:00,ซาร่า 10เม็ด * 100,1,15,15
71,ทองสุข,1/17/2023 0:00,กับข้าว 25,2,25,50
71,ทองสุข,1/17/2023 0:00,ไก่เสียบไม้ 35,1,40,40
106,ทองสุข,1/17/2023 0:00,ข้าวเหนียว,2,5,10
106,ทองสุข,1/17/2023 0:00,น้ำแข็ง,2,5,10
113,ทองสุข,1/17/2023 0:00,หอมแดง,2,10,20
150,ทองสุข,1/18/2023 0:00,คาราบาว 150ml * 50,2,10,20
150,ทองสุข,1/18/2023 0:00,ข้าว,1,5,5
150,ทองสุข,1/18/2023 0:00,กับข้าว 25,3,25,75
183,ทองสุข,1/18/2023 0:00,ไก่เสียบไม้ 35,1,40,40
183,ทองสุข,1/18/2023 0:00,น้ำแข็ง,2,5,10
183,ทองสุข,1/18/2023 0:00,ข้าวเหนียว,2,5,10
216,ทองสุข,1/19/2023 0:00,ข้าวเหนียว,3,5,15
216,ทองสุข,1/19/2023 0:00,กับข้าว 25,2,25,50
216,ทองสุข,1/19/2023 0:00,ตูดไก่,1,25,25
216,ทองสุข,1/19/2023 0:00,คาราบาว 150ml * 50,2,10,20
216,ทองสุข,1/19/2023 0:00,ขนมหวาน,1,12,12
244,ทองสุข,1/19/2023 0:00,ซาร่า 10เม็ด * 100,1,15,15
244,ทองสุข,1/19/2023 0:00,Air-x,1,15,15
251,ทองสุข,1/19/2023 0:00,น้ำแข็ง,2,5,10
251,ทองสุข,1/19/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,2,7,14
251,ทองสุข,1/19/2023 0:00,ข้าวเหนียว,2,5,10
251,ทองสุข,1/19/2023 0:00,ไก่เสียบไม้ 35,1,40,40
260,ทองสุข,1/19/2023 0:00,พริกแกง,1,37,37
260,ทองสุข,1/19/2023 0:00,คาราบาว 150ml * 50,2,10,20
260,ทองสุข,1/19/2023 0:00,เห็ดเข็มทอง,1,16,16
260,ทองสุข,1/19/2023 0:00,เห็ดกลม,1,16,16
299,ทองสุข,1/20/2023 0:00,ข้าวเหนียว,2,5,10
299,ทองสุข,1/20/2023 0:00,คาราบาว 150ml * 50,2,10,20
299,ทองสุข,1/20/2023 0:00,วุ้นเส้นสายฝน * 20,2,5,10
299,ทองสุข,1/20/2023 0:00,กับข้าว 25,2,25,50
322,ทองสุข,1/20/2023 0:00,น้ำแข็ง,2,5,10
322,ทองสุข,1/20/2023 0:00,ถั่วตัด,4,5,20
322,ทองสุข,1/20/2023 0:00,ข้าวเหนียว,2,5,10
322,ทองสุข,1/20/2023 0:00,ข้าวเหนียวถั่วดำ,1,17,17
322,ทองสุข,1/20/2023 0:00,กับข้าว 25,1,25,25
336,ทองสุข,1/20/2023 0:00,เห็ดกลม,2,16,32
336,ทองสุข,1/20/2023 0:00,คาราบาว 150ml * 50,2,10,20
373,ทองสุข,1/21/2023 0:00,ข้าวเหนียว,2,5,10
373,ทองสุข,1/21/2023 0:00,กับข้าว 25,2,25,50
373,ทองสุข,1/21/2023 0:00,คาราบาว 150ml * 50,2,10,20
373,ทองสุข,1/21/2023 0:00,ไก่เสียบไม้ 35,1,40,40
373,ทองสุข,1/21/2023 0:00,แมส,1,12,12
400,ทองสุข,1/21/2023 0:00,น้ำแข็ง,1,5,5
400,ทองสุข,1/21/2023 0:00,วุ้นเส้นสายฝน * 20,1,5,5
400,ทองสุข,1/21/2023 0:00,ข้าวเหนียว,2,5,10
400,ทองสุข,1/21/2023 0:00,พริกป่น,1,10,10
400,ทองสุข,1/21/2023 0:00,ตูดไก่,1,25,25
424,ทองสุข,1/21/2023 0:00,กับข้าว 25,1,25,25
424,ทองสุข,1/21/2023 0:00,BKP แฟรงค์ไก่รมควันหนังกรอบ 500g,1,85,85
424,ทองสุข,1/21/2023 0:00,น้ำแข็ง,1,5,5
424,ทองสุข,1/21/2023 0:00,น้ำยาล้างจาน savepak * 3,1,10,10
424,ทองสุข,1/21/2023 0:00,ไก่เสียบไม้ 40,1,40,40
435,ทองสุข,1/23/2023 0:00,ปลา 45,1,45,45
435,ทองสุข,1/23/2023 0:00,กุ้งสด 65,1,65,65
435,ทองสุข,1/23/2023 0:00,คาราบาว 150ml * 50,2,10,20
435,ทองสุข,1/23/2023 0:00,ข้าวเหนียว,2,5,10
435,ทองสุข,1/23/2023 0:00,กับข้าว 25,2,25,50
435,ทองสุข,1/23/2023 0:00,กระเพาะปลา,1,35,35
451,ทองสุข,1/23/2023 0:00,น้ำแข็ง,2,5,10
451,ทองสุข,1/23/2023 0:00,กระเทียม,3,10,30
451,ทองสุข,1/23/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 250g * 20,1,31,31
451,ทองสุข,1/23/2023 0:00,หอมแดง,1,10,10
463,ทองสุข,1/23/2023 0:00,ปลา 45,2,45,90
505,ทองสุข,1/24/2023 0:00,ซาร่า 10เม็ด * 100,1,15,15
505,ทองสุข,1/24/2023 0:00,คาราบาว 150ml * 50,2,10,20
505,ทองสุข,1/24/2023 0:00,กับข้าว 25,2,25,50
505,ทองสุข,1/24/2023 0:00,หอยดอง,1,12,12
506,ทองสุข,1/24/2023 0:00,ข้าวเหนียว,2,5,10
521,ทองสุข,1/24/2023 0:00,ขนมจีน,1,12,12
521,ทองสุข,1/24/2023 0:00,ไก่เสียบไม้ 40,1,40,40
530,ทองสุข,1/24/2023 0:00,น้ำแข็ง,2,5,10
530,ทองสุข,1/24/2023 0:00,ข้าวเหนียว,2,5,10
585,ทองสุข,1/25/2023 0:00,ข้าวเหนียว,3,5,15
585,ทองสุข,1/25/2023 0:00,ไก่เสียบไม้ 40,1,40,40
585,ทองสุข,1/25/2023 0:00,คาราบาว 150ml * 50,2,10,20
585,ทองสุข,1/25/2023 0:00,กับข้าว 25,2,25,50
610,ทองสุข,1/25/2023 0:00,ขนมจีน,2,12,24
619,ทองสุข,1/25/2023 0:00,ข้าวเหนียว,2,5,10
619,ทองสุข,1/25/2023 0:00,เฉาก๊วย,1,25,25
619,ทองสุข,1/25/2023 0:00,น้ำแข็ง,2,5,10
680,ทองสุข,1/26/2023 0:00,ไก่เสียบไม้ 10,4,10,40
686,ทองสุข,1/26/2023 0:00,กับข้าว 25,1,25,25
686,ทองสุข,1/26/2023 0:00,ถั่วตัด,2,5,10
687,ทองสุข,1/26/2023 0:00,น้ำแข็ง,2,5,10
653,ทองสุข,1/26/2023 9:57,คาราบาว 150ml * 50,2,10,20
653,ทองสุข,1/26/2023 9:57,ข้าวเหนียว,3,5,15
653,ทองสุข,1/26/2023 9:57,กับข้าว 25,3,25,75
653,ทองสุข,1/26/2023 9:57,น้ำพริกกะปิกับผักยาว ใหญ่ 30,1,30,30
732,ทองสุข,1/27/2023 0:00,คาราบาว 150ml * 50,2,10,20
732,ทองสุข,1/27/2023 0:00,ลอดช่อง ล,2,12,24
732,ทองสุข,1/27/2023 0:00,ข้าวเหนียว 10,1,10,10
732,ทองสุข,1/27/2023 0:00,ไก่เสียบไม้ 40,1,40,40
741,ทองสุข,1/27/2023 0:00,air x,1,15,15
741,ทองสุข,1/27/2023 0:00,ซาร่า 10เม็ด * 100,1,15,15
744,ทองสุข,1/27/2023 0:00,น้ำแข็ง,2,5,10
744,ทองสุข,1/27/2023 0:00,แมส * 10,1,12,12
744,ทองสุข,1/27/2023 0:00,กระเทียม,1,10,10
744,ทองสุข,1/27/2023 0:00,หอมแดง,1,10,10
731,ทองสุข,1/28/2023 1:01,ลอดช่อง ล,2,12,24
731,ทองสุข,1/28/2023 1:01,ไก่เสียบไม้ 40,1,40,40
731,ทองสุข,1/28/2023 1:01,คาราบาว 150ml * 50,2,10,20
731,ทองสุข,1/28/2023 1:01,ข้าวเหนียว 10,1,10,10
,ทองสุข Total,,,,,2376
89,น้อย,1/17/2023 0:00,ฟริทซี สตอร์เบอร์รี่ * 12,1,5,5
89,น้อย,1/17/2023 0:00,yoyo * 12,1,5,5
95,น้อย,1/17/2023 0:00,ขนมจีน,2,12,24
229,น้อย,1/19/2023 0:00,ข้าวเหนียว,2,5,10
229,น้อย,1/19/2023 0:00,ข้าวเหนียวปิ้ง,2,6,12
229,น้อย,1/19/2023 0:00,ขนมหวาน,1,12,12
,น้อย Total,,,,,68
644,นาม,1/25/2023 0:00,ช้าง เบียร์,1,60,60
,นาม Total,,,,,60
24,นิว,1/16/2023 0:00,น้ำ เล็ก* 6,2,6,12
24,นิว,1/16/2023 0:00,คาราบาว 150ml * 50,1,10,10
24,นิว,1/16/2023 0:00,เบนโตะ * 12,1,5,5
99,นิว,1/17/2023 0:00,โสม 100ml * 50,1,10,10
99,นิว,1/17/2023 0:00,ข้าวคลุกกะปิ,1,35,35
99,นิว,1/17/2023 0:00,ขนมหวาน,1,12,12
99,นิว,1/17/2023 0:00,น้ำ เล็ก* 6,1,6,6
100,นิว,1/17/2023 0:00,ข้าวหอมมะลิ พนมรุ้ง 5kg,2,155,310
101,นิว,1/17/2023 0:00,ปูอัดสลัด,1,35,35
101,นิว,1/17/2023 0:00,ขนมจีน,1,12,12
101,นิว,1/17/2023 0:00,ข้าวคลุกกะปิ,1,35,35
109,นิว,1/17/2023 0:00,Entree รสหมูย่างโคชูจัง * 6,2,20,40
109,นิว,1/17/2023 0:00,เอสขวด,1,10,10
247,นิว,1/19/2023 0:00,yoyo * 12,1,5,5
247,นิว,1/19/2023 0:00,โสม 100ml * 50,1,10,10
247,นิว,1/19/2023 0:00,ปูอัดสลัด,1,35,35
249,นิว,1/19/2023 0:00,น้ำ เล็ก* 6,1,6,6
252,นิว,1/19/2023 0:00,ปลาหมึกแห้ง ขนม,2,5,10
252,นิว,1/19/2023 0:00,ไวไวคัพ ต้มโคล้ง * 6,1,15,15
252,นิว,1/19/2023 0:00,ทิวลี่บอล * 12,1,5,5
252,นิว,1/19/2023 0:00,Entree รสหมูย่างโคชูจัง * 6,1,20,20
254,นิว,1/19/2023 0:00,ไวตามิ้ลค์ vitamilk double black * 24,1,15,15
320,นิว,1/20/2023 0:00,โสม 100ml * 50,1,10,10
321,นิว,1/20/2023 0:00,น้ำ เล็ก* 6,1,6,6
323,นิว,1/20/2023 0:00,Toro ชมพู 80g * 4,1,20,20
323,นิว,1/20/2023 0:00,ขนมจีน,1,12,12
326,นิว,1/20/2023 0:00,ทวิสตี้โรลลี่สตรอเบอร์รี่,1,20,20
326,นิว,1/20/2023 0:00,เอสขวด,1,10,10
328,นิว,1/20/2023 0:00,ทิวลี่ บิ๊กแบง ซอล์ดเท็คคาราเมล * 1,1,5,5
328,นิว,1/20/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
396,นิว,1/21/2023 0:00,น้ำ เล็ก* 6,1,6,6
396,นิว,1/21/2023 0:00,ข้าวคลุกกะปิ,1,35,35
396,นิว,1/21/2023 0:00,ปูอัดสลัด,1,35,35
402,นิว,1/21/2023 0:00,เอสขวด,1,10,10
526,นิว,1/24/2023 0:00,หมูปิ้ง,1,25,25
526,นิว,1/24/2023 0:00,เอส ขวด,1,10,10
526,นิว,1/24/2023 0:00,ปูอัดสลัด,1,35,35
529,นิว,1/24/2023 0:00,Ahh * 12,1,5,5
529,นิว,1/24/2023 0:00,ทิวลี่บอล * 12,1,5,5
529,นิว,1/24/2023 0:00,มากาโดะ ป๊อปปี้ป๊อบ * 1,1,5,5
529,นิว,1/24/2023 0:00,น้ำ เล็ก* 6,1,6,6
608,นิว,1/25/2023 0:00,โสม 100ml * 50,1,10,10
609,นิว,1/25/2023 0:00,ข้าวคลุกกะปิ,2,35,70
609,นิว,1/25/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
618,นิว,1/25/2023 0:00,น้ำยาล้างจาน savepak * 3,1,10,10
678,นิว,1/26/2023 0:00,น้ำ เล็ก* 6,1,6,6
678,นิว,1/26/2023 0:00,โสม 100ml * 50,1,10,10
684,นิว,1/26/2023 0:00,ตะวัน ใหญ่ รสต้นตำรับ 67/70g,1,20,20
684,นิว,1/26/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
736,นิว,1/27/2023 0:00,ปูอัดสลัด,1,35,35
736,นิว,1/27/2023 0:00,ขนมจีน,2,12,24
736,นิว,1/27/2023 0:00,โสม 100ml * 50,1,10,10
740,นิว,1/27/2023 0:00,เนส กาแฟกระป๋อง ลาเต้ * 3,1,15,15
740,นิว,1/27/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
771,นิว,1/27/2023 0:00,Scotchbrite * 3+1,1,20,20
,นิว Total,,,,,1170
281,พงศ์,1/19/2023 0:00,ช้าง เบียร์,1,60,60
282,พงศ์,1/19/2023 0:00,ดัชมิลค์ นมกล่อง * 48,1,10,10
538,พงศ์,1/24/2023 0:00,ช้าง เบียร์,1,60,60
757,พงศ์,1/27/2023 0:00,ช้าง เบียร์,1,60,60
,พงศ์ Total,,,,,190
21,พลอย,1/16/2023 0:00,อิชิตัน 280ml * 24,1,10,10
23,พลอย,1/16/2023 0:00,เมจิกฟาร์ม น้ำเฉาก๊วย 240ml * 6,1,10,10
25,พลอย,1/16/2023 0:00,เนสกาแฟซอง 17g * 60,1,5,5
50,พลอย,1/16/2023 0:00,ขนมหวาน,1,12,12
58,พลอย,1/16/2023 0:00,Hi น้ำส้ม 200%,1,15,15
102,พลอย,1/17/2023 0:00,เนสกาแฟซอง 17g * 60,1,5,5
102,พลอย,1/17/2023 0:00,น้ำ ใหญ่ * 6,1,10,10
102,พลอย,1/17/2023 0:00,กับข้าว 25,3,25,75
102,พลอย,1/17/2023 0:00,ปลาดุก,1,40,40
102,พลอย,1/17/2023 0:00,ข้าวเหนียว,1,5,5
110,พลอย,1/17/2023 0:00,Hi น้ำส้ม 200%,1,15,15
111,พลอย,1/17/2023 0:00,เนสกาแฟซอง 17g * 60,1,5,5
140,พลอย,1/17/2023 0:00,เมจิกฟาร์ม น้ำเฉาก๊วย 240ml * 6,1,10,10
175,พลอย,1/18/2023 0:00,แฟนต้า เขียว 330ml * 12,1,13,13
179,พลอย,1/18/2023 0:00,เอส สตรอเบอร์รี่ 360ml * 12,1,10,10
179,พลอย,1/18/2023 0:00,อิชิตัน 280ml * 24,1,10,10
179,พลอย,1/18/2023 0:00,ซีม่อน * 12,1,5,5
180,พลอย,1/18/2023 0:00,ทวิสตี้โรลลี่สตรอเบอร์รี่,1,20,20
180,พลอย,1/18/2023 0:00,ขนมหวาน,2,12,24
180,พลอย,1/18/2023 0:00,น้ำ ใหญ่ * 6,1,10,10
182,พลอย,1/18/2023 0:00,Entree รสหมูย่างโคชูจัง * 6,1,20,20
182,พลอย,1/18/2023 0:00,Ahh * 12,1,5,5
197,พลอย,1/18/2023 0:00,เมจิกฟาร์ม น้ำเฉาก๊วย 240ml * 6,1,10,10
225,พลอย,1/19/2023 0:00,ไวตามิ้ลค์ vitamilk ขวด 300ml * 24,1,15,15
241,พลอย,1/19/2023 0:00,ขนมหวาน,1,12,12
248,พลอย,1/19/2023 0:00,ข้าวเหนียว,3,5,15
248,พลอย,1/19/2023 0:00,กับข้าว 25,2,25,50
248,พลอย,1/19/2023 0:00,นมเปรี้ยวขวด meiji ล,1,10,10
250,พลอย,1/19/2023 0:00,เจเล่ไลท์ รสลิ้นจี่ * 6,1,5,5
263,พลอย,1/19/2023 0:00,ขนมหวาน,1,12,12
325,พลอย,1/20/2023 0:00,ปาท๋องโก๋ยัดสังขยา,1,12,12
327,พลอย,1/20/2023 0:00,นมสดเมจิ meiji 450ml,1,30,30
329,พลอย,1/20/2023 0:00,ฟรุ๊ตกัมมี่ดราก้อน โคล่า * 12,1,5,5
332,พลอย,1/20/2023 0:00,เอสขวด,1,10,10
393,พลอย,1/21/2023 0:00,น้ำ ใหญ่ * 6,1,10,10
394,พลอย,1/21/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
394,พลอย,1/21/2023 0:00,Hi น้ำส้ม 200%,1,15,15
394,พลอย,1/21/2023 0:00,กาแฟขวด kopiko ลัคกี้เดย์ 180ml * 24,1,12,12
394,พลอย,1/21/2023 0:00,เอสขวด,1,10,10
453,พลอย,1/23/2023 0:00,น้ำเต้าหู้เครื่อง,1,12,12
459,พลอย,1/23/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
461,พลอย,1/23/2023 0:00,เอส ขวด,1,10,10
528,พลอย,1/24/2023 0:00,ก๊วยจั๊บ,1,35,35
676,พลอย,1/26/2023 10:14,ขนมหวาน,1,12,12
737,พลอย,1/27/2023 0:00,ทิวลี่บอล * 12,1,5,5
737,พลอย,1/27/2023 0:00,โอริโอ้ black pink * 9,1,6,6
768,พลอย,1/27/2023 0:00,โกกิ 150g * 12,1,16,16
770,พลอย,1/27/2023 0:00,ข้าวเหนียว 10,1,10,10
772,พลอย,1/27/2023 0:00,อิชิตัน 280ml * 24,1,10,10
,พลอย Total,,,,,655
37,มล,1/16/2023 0:00,กระเทียม,1,10,10
37,มล,1/16/2023 0:00,หอมแดง,1,10,10
37,มล,1/16/2023 0:00,ข้าวเหลืองอ่อน ตราแตงโม,1,390,390
54,มล,1/16/2023 0:00,ไข่ไก่,20,5,100
54,มล,1/16/2023 0:00,น้ำปลาร้า,1,30,30
556,มล,1/16/2023 0:00,BKP แฟรงค์ไก่รมควันหนังกรอบ 500g,1,85,85
78,มล,1/17/2023 0:00,กับข้าว 25,2,25,50
78,มล,1/17/2023 0:00,คาราบาว 150ml * 50,1,10,10
78,มล,1/17/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
78,มล,1/17/2023 0:00,น้ำแข็ง,1,5,5
119,มล,1/17/2023 0:00,ไก่เสียบไม้ 35,1,40,40
119,มล,1/17/2023 0:00,น้ำมันถั่วเหลือง มรกต 1l * 12,1,68,68
562,มล,1/17/2023 0:00,ขนมจีน,1,12,12
162,มล,1/18/2023 0:00,น้ำแข็ง,1,5,5
162,มล,1/18/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
162,มล,1/18/2023 0:00,คาราบาว 150ml * 50,1,10,10
162,มล,1/18/2023 0:00,กับข้าว 25,1,25,25
193,มล,1/18/2023 0:00,บรีสเอกเซล น้ำ * 6 แถม 1,2,20,40
193,มล,1/18/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,4,20,80
193,มล,1/18/2023 0:00,กระเทียม,1,10,10
193,มล,1/18/2023 0:00,หอมแดง,1,10,10
220,มล,1/19/2023 0:00,น้ำแข็ง,1,5,5
220,มล,1/19/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
220,มล,1/19/2023 0:00,คาราบาว 150ml * 50,1,10,10
220,มล,1/19/2023 0:00,มาม่า หมูสับ * 40,2,7,14
220,มล,1/19/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,1,20,20
221,มล,1/19/2023 0:00,ซาร่า 10เม็ด * 100,1,15,15
278,มล,1/19/2023 0:00,ซอสหอยนางรม 300cc * 4,1,38,38
278,มล,1/19/2023 0:00,กระเทียม,1,10,10
278,มล,1/19/2023 0:00,หอมแดง,1,10,10
278,มล,1/19/2023 0:00,ไข่ไก่,10,5,50
296,มล,1/20/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
296,มล,1/20/2023 0:00,ไก่เสียบไม้ 35,2,40,80
296,มล,1/20/2023 0:00,น้ำแข็ง,1,5,5
296,มล,1/20/2023 0:00,คาราบาว 150ml * 50,1,10,10
363,มล,1/21/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
363,มล,1/21/2023 0:00,คาราบาว 150ml * 50,1,10,10
363,มล,1/21/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,2,7,14
363,มล,1/21/2023 0:00,กับข้าว 25,1,25,25
364,มล,1/21/2023 0:00,น้ำแข็ง,1,5,5
416,มล,1/21/2023 0:00,ช้าง เบียร์,1,60,60
416,มล,1/21/2023 0:00,แคปหมู,2,10,20
416,มล,1/21/2023 0:00,บรีสเอกเซล น้ำ * 6 แถม 1,1,20,20
416,มล,1/21/2023 0:00,กระเทียม,1,10,10
416,มล,1/21/2023 0:00,หอมแดง,1,10,10
513,มล,1/24/2023 0:00,น้ำแข็ง,2,5,10
513,มล,1/24/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
513,มล,1/24/2023 0:00,คาราบาว 150ml * 50,1,10,10
513,มล,1/24/2023 0:00,กับข้าว 25,1,25,25
545,มล,1/24/2023 0:00,ปลากระป๋อง โรซ่า,2,20,40
545,มล,1/24/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
545,มล,1/24/2023 0:00,กระเทียม,2,10,20
546,มล,1/24/2023 0:00,เป็ด โปร 300ml * 6,1,27,27
591,มล,1/25/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
591,มล,1/25/2023 0:00,คาราบาว 150ml * 50,1,10,10
591,มล,1/25/2023 0:00,พริกป่น,1,10,10
591,มล,1/25/2023 0:00,มาม่าซอง กระเพราแซบแห้ง 55g * 6,2,7,14
591,มล,1/25/2023 0:00,กับข้าว 25,1,25,25
638,มล,1/25/2023 0:00,แชมพู ซันซิล 60/70ml * 6,1,20,20
638,มล,1/25/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,2,20,40
638,มล,1/25/2023 0:00,ไข่ไก่,20,5,100
780,มล,1/25/2023 0:00,น้ำแข็ง,1,5,5
702,มล,1/26/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,3,20,60
702,มล,1/26/2023 0:00,ชูรส รสดี 70/75 * 10,1,13,13
702,มล,1/26/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 250g * 20,1,31,31
667,มล,1/26/2023 10:11,ขนมจีน,1,12,12
667,มล,1/26/2023 10:11,คาราบาว 150ml * 50,1,10,10
667,มล,1/26/2023 10:11,เป๊ปซี่ 300ml * 24,1,13,13
667,มล,1/26/2023 10:11,น้ำแข็ง,1,5,5
729,มล,1/27/2023 0:00,น้ำแข็ง,1,5,5
729,มล,1/27/2023 0:00,คาราบาว 150ml * 50,1,10,10
730,มล,1/27/2023 0:00,ขนมจีน,1,12,12
750,มล,1/27/2023 0:00,น้ำพริกปลาทู ใหญ่,1,30,30
750,มล,1/27/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,2,20,40
750,มล,1/27/2023 0:00,กระเทียม,1,10,10
750,มล,1/27/2023 0:00,หอมแดง,1,10,10
,มล Total,,,,,1544
60,ยศ,1/16/2023 0:00,หอยดอง,1,12,12
60,ยศ,1/16/2023 0:00,โค้ก 295ml * 24,1,13,13
60,ยศ,1/16/2023 0:00,โบโลน่า CP 150g * 3,1,38,38
60,ยศ,1/16/2023 0:00,หมูยอ ARO * 5,1,20,20
84,ยศ,1/17/2023 0:00,ข้าว,2,5,10
84,ยศ,1/17/2023 0:00,บะหมี่กล่อง 30,1,30,30
84,ยศ,1/17/2023 0:00,กับข้าว 25,3,25,75
84,ยศ,1/17/2023 0:00,เอส ฟ้า กามิกาเซ่ 360ml * 12,1,10,10
86,ยศ,1/17/2023 0:00,ก๊วยจั๊บ,1,35,35
133,ยศ,1/17/2023 0:00,มากาโดะ ป๊อปปี้ป๊อบ * 1,1,5,5
133,ยศ,1/17/2023 0:00,โคโคริ รสชีส * 12+1,1,5,5
133,ยศ,1/17/2023 0:00,ขนมหวาน,1,12,12
133,ยศ,1/17/2023 0:00,ข้าวเหนียว,1,5,5
133,ยศ,1/17/2023 0:00,กับข้าว 25,1,25,25
564,ยศ,1/17/2023 0:00,ยำยำ รสผัดขี้เมาแห้ง * 30 เหมาลัง,1,193,193
157,ยศ,1/18/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
157,ยศ,1/18/2023 0:00,ขนมจีน,1,12,12
157,ยศ,1/18/2023 0:00,ก๊วยจั๊บ,1,35,35
157,ยศ,1/18/2023 0:00,ข้าวเหนียว,1,5,5
157,ยศ,1/18/2023 0:00,หมููเค็มในถุง,1,25,25
202,ยศ,1/18/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
202,ยศ,1/18/2023 0:00,ไข่เค็ม,1,8,8
202,ยศ,1/18/2023 0:00,ข้าว,1,5,5
202,ยศ,1/18/2023 0:00,ไก่เสียบไม้ 35,1,40,40
223,ยศ,1/19/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
223,ยศ,1/19/2023 0:00,ขนมหวาน,1,12,12
223,ยศ,1/19/2023 0:00,จ๋อม เล็ก,1,12,12
